Flow A's packet transfered,Flow A's packet lost,Flow A's packet lost rate,Flow B's packet transfered,Flow B's packet lost,Flow B's packet lost rate,Flow C's packet transfered,Flow C's packet lost,Flow C's packet lost rate,Flow D's packet transfered,Flow D's packet lost,Flow D's packet lost rate,Network's packet transfered,Network's packet lost,Network's packet lost rate
240241,146482,0.6097293967307829,160202,55135,0.3441592489482029,240384,131890,0.5486638045793397,160385,104591,0.6521245752408268,801212,438098,0.5467941069280041
